d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
d57125b8-a597-11ec-b909-0242ac120002,true,"Green vegetable, good for eyes",,Broccoli,100,900,1000,8c2c184e-11d2-11ec-82a8-0242ac130003
d5712716-a597-11ec-b909-0242ac120002,false,rich of fiber good for health,,Carrot,120,1100,1500,8c2c184e-11d2-11ec-82a8-0242ac130003
